174,0,0,0,174,7,255,255,CA
174,8,0,0,174,34,169,15,US
174,34,169,16,174,34,169,23,GB
174,34,169,24,174,34,171,28,US
174,34,171,29,174,34,171,29,TR
174,34,171,30,174,35,127,255,US
174,35,128,0,174,35,255,255,CA
174,36,0,0,174,36,9,183,US
174,36,9,184,174,36,9,187,IN
174,36,9,188,174,36,14,247,US
174,36,14,248,174,36,14,255,PE
174,36,15,0,174,36,23,79,US
174,36,23,80,174,36,23,87,IN
174,36,23,88,174,36,23,159,US
174,36,23,160,174,36,23,175,CA
174,36,23,176,174,36,31,227,US
174,36,31,228,174,36,31,231,IN
174,36,31,232,174,36,34,191,US
174,36,34,192,174,36,34,251,BR
174,36,34,252,174,36,55,127,US
174,36,55,128,174,36,55,143,BR
174,36,55,144,174,36,57,191,US
174,36,57,192,174,36,57,207,BR
174,36,57,208,174,36,61,191,US
174,36,61,192,174,36,61,255,BR
174,36,62,0,174,36,65,55,US
174,36,65,56,174,36,65,59,SG
174,36,65,60,174,36,80,31,US
174,36,80,32,174,36,80,63,MY
174,36,80,64,174,36,95,191,US
174,36,95,192,174,36,95,223,MX
174,36,95,224,174,36,101,31,US
174,36,101,32,174,36,101,63,BR
174,36,101,64,174,36,101,127,US
174,36,101,128,174,36,101,159,IN
174,36,101,160,174,36,102,31,US
174,36,102,32,174,36,102,63,SG
174,36,102,64,174,36,107,255,US
174,36,108,0,174,36,108,31,CO
174,36,108,32,174,36,113,63,US
174,36,113,64,174,36,113,127,BR
174,36,113,128,174,36,117,63,US
174,36,117,64,174,36,117,95,ZA
174,36,117,96,174,36,149,95,US
174,36,149,96,174,36,149,111,CA
174,36,149,112,174,36,167,191,US
174,36,167,192,174,36,167,255,MX
174,36,168,0,174,36,185,127,US
174,36,185,128,174,36,185,191,AU
174,36,185,192,174,36,207,63,US
174,36,207,64,174,36,207,95,VG
174,36,207,96,174,36,210,255,US
174,36,211,0,174,36,211,31,IN
174,36,211,32,174,36,220,95,US
174,36,220,96,174,36,220,99,HK
174,36,220,100,174,36,220,119,US
174,36,220,120,174,36,220,127,BR
174,36,220,128,174,36,224,95,US
174,36,224,96,174,36,224,127,CA
174,36,224,128,174,36,224,191,US
174,36,224,192,174,36,224,199,BR
174,36,224,200,174,36,227,31,US
174,36,227,32,174,36,227,63,CA
174,36,227,64,174,36,228,87,US
174,36,228,88,174,36,228,95,CA
174,36,228,96,174,36,230,191,US
174,36,230,192,174,36,230,195,IN
174,36,230,196,174,36,231,255,US
174,36,232,0,174,36,232,15,PA
174,36,232,16,174,36,232,223,US
174,36,232,224,174,36,232,255,IL
174,36,233,0,174,36,237,223,US
174,36,237,224,174,36,237,255,CN
174,36,238,0,174,36,240,239,US
174,36,240,240,174,36,240,247,IN
174,36,240,248,174,36,241,159,US
174,36,241,160,174,36,241,191,IL
174,36,241,192,174,36,246,95,US
174,36,246,96,174,36,246,127,SG
174,36,246,128,174,36,246,191,US
174,36,246,192,174,36,246,223,CA
174,36,246,224,174,36,250,7,US
174,36,250,8,174,36,250,15,CN
174,36,250,16,174,37,17,231,US
174,37,17,232,174,37,17,239,IN
174,37,17,240,174,37,19,191,US
174,37,19,192,174,37,19,223,IN
174,37,19,224,174,37,21,247,US
174,37,21,248,174,37,21,251,MY
174,37,21,252,174,37,25,215,US
174,37,25,216,174,37,25,223,PK
174,37,25,224,174,37,53,63,US
174,37,53,64,174,37,53,127,BR
174,37,53,128,174,37,71,203,US
174,37,71,204,174,37,71,207,AU
174,37,71,208,174,37,81,223,US
174,37,81,224,174,37,81,255,IL
174,37,82,0,174,37,82,31,US
174,37,82,32,174,37,82,63,CO
174,37,82,64,174,37,90,111,US
174,37,90,112,174,37,90,115,MY
174,37,90,116,174,37,90,119,BR
174,37,90,120,174,37,95,63,US
174,37,95,64,174,37,95,79,BR
174,37,95,80,174,37,95,111,US
174,37,95,112,174,37,95,127,BR
174,37,95,128,174,37,99,55,US
174,37,99,56,174,37,99,59,IN
174,37,99,60,174,37,101,191,US
174,37,101,192,174,37,101,255,BR
174,37,102,0,174,37,104,63,US
174,37,104,64,174,37,104,95,IN
174,37,104,96,174,37,104,111,TR
174,37,104,112,174,37,107,159,US
174,37,107,160,174,37,107,167,PA
174,37,107,168,174,37,114,191,US
174,37,114,192,174,37,114,207,CA
174,37,114,208,174,37,117,11,US
174,37,117,12,174,37,117,15,SG
174,37,117,16,174,37,117,239,US
174,37,117,240,174,37,117,247,MX
174,37,117,248,174,37,121,31,US
174,37,121,32,174,37,121,63,NU
174,37,121,64,174,37,162,15,US
174,37,162,16,174,37,162,31,AU
174,37,162,32,174,37,163,131,US
174,37,163,132,174,37,163,135,AU
174,37,163,136,174,37,167,63,US
174,37,167,64,174,37,167,95,CN
174,37,167,96,174,37,173,191,US
174,37,173,192,174,37,173,255,IN
174,37,174,0,174,37,183,23,US
174,37,183,24,174,37,183,31,TW
174,37,183,32,174,37,183,223,US
174,37,183,224,174,37,183,239,CA
174,37,183,240,174,37,185,247,US
174,37,185,248,174,37,185,255,CN
174,37,186,0,174,37,187,255,US
174,37,188,0,174,37,188,31,CA
174,37,188,32,174,37,188,63,CN
174,37,188,64,174,37,189,71,US
174,37,189,72,174,37,189,79,IN
174,37,189,80,174,37,189,247,US
174,37,189,248,174,37,189,255,CN
174,37,190,0,174,37,192,127,US
174,37,192,128,174,37,192,159,CA
174,37,192,160,174,37,193,171,US
174,37,193,172,174,37,193,175,SA
174,37,193,176,174,37,193,183,CN
174,37,193,184,174,37,193,239,US
174,37,193,240,174,37,193,247,CO
174,37,193,248,174,37,195,127,US
174,37,195,128,174,37,195,159,CA
174,37,195,160,174,37,195,191,BR
174,37,195,192,174,37,196,7,US
174,37,196,8,174,37,196,15,CA
174,37,196,16,174,37,196,103,US
174,37,196,104,174,37,196,111,IN
174,37,196,112,174,37,196,135,US
174,37,196,136,174,37,196,143,CA
174,37,196,144,174,37,196,159,IN
174,37,196,160,174,37,196,235,US
174,37,196,236,174,37,196,237,SA
174,37,196,238,174,37,197,111,US
174,37,197,112,174,37,197,115,IN
174,37,197,116,174,37,197,167,US
174,37,197,168,174,37,197,171,CA
174,37,197,172,174,37,197,175,IN
174,37,197,176,174,37,198,3,US
174,37,198,4,174,37,198,7,IN
174,37,198,8,174,37,199,15,US
174,37,199,16,174,37,199,23,AU
174,37,199,24,174,37,199,63,US
174,37,199,64,174,37,199,79,CN
174,37,199,80,174,37,199,103,US
174,37,199,104,174,37,199,111,IL
174,37,199,112,174,37,199,163,US
174,37,199,164,174,37,199,167,IN
174,37,199,168,174,37,200,183,US
174,37,200,184,174,37,200,191,BR
174,37,200,192,174,37,201,11,US
174,37,201,12,174,37,201,15,IN
174,37,201,16,174,37,201,63,US
174,37,201,64,174,37,201,79,CA
174,37,201,80,174,37,201,151,US
174,37,201,152,174,37,201,159,BH
174,37,201,160,174,37,201,187,US
174,37,201,188,174,37,201,191,CA
174,37,201,192,174,37,202,47,US
174,37,202,48,174,37,202,55,IN
174,37,202,56,174,37,202,175,US
174,37,202,176,174,37,202,183,CN
174,37,202,184,174,37,203,31,US
174,37,203,32,174,37,203,63,HK
174,37,203,64,174,37,203,191,US
174,37,203,192,174,37,203,223,IN
174,37,203,224,174,37,204,3,US
174,37,204,4,174,37,204,7,IN
174,37,204,8,174,37,204,39,US
174,37,204,40,174,37,204,47,PE
174,37,204,48,174,37,204,79,US
174,37,204,80,174,37,204,83,IL
174,37,204,84,174,37,204,103,US
174,37,204,104,174,37,204,111,CA
174,37,204,112,174,37,204,167,US
174,37,204,168,174,37,204,171,IN
174,37,204,172,174,37,204,191,US
174,37,204,192,174,37,204,195,IN
174,37,204,196,174,37,204,215,US
174,37,204,216,174,37,204,219,IN
174,37,204,220,174,37,205,15,US
174,37,205,16,174,37,205,19,IN
174,37,205,20,174,37,205,23,US
174,37,205,24,174,37,205,31,AR
174,37,205,32,174,37,205,47,US
174,37,205,48,174,37,205,51,MU
174,37,205,52,174,37,205,191,US
174,37,205,192,174,37,205,195,IN
174,37,205,196,174,37,206,191,US
174,37,206,192,174,37,206,223,VG
174,37,206,224,174,37,207,35,US
174,37,207,36,174,37,207,39,VG
174,37,207,40,174,37,207,47,US
174,37,207,48,174,37,207,51,IN
174,37,207,52,174,37,207,155,US
174,37,207,156,174,37,207,159,CA
174,37,207,160,174,37,207,207,US
174,37,207,208,174,37,207,215,MX
174,37,207,216,174,37,207,219,US
174,37,207,220,174,37,207,223,IN
174,37,207,224,174,37,207,239,US
174,37,207,240,174,37,207,247,IN
174,37,207,248,174,37,208,55,US
174,37,208,56,174,37,208,59,IN
174,37,208,60,174,37,208,127,US
174,37,208,128,174,37,208,159,AR
174,37,208,160,174,37,208,255,US
174,37,209,0,174,37,209,31,PE
174,37,209,32,174,37,211,15,US
174,37,211,16,174,37,211,19,MU
174,37,211,20,174,37,211,159,US
174,37,211,160,174,37,211,191,BR
174,37,211,192,174,37,212,99,US
174,37,212,100,174,37,212,103,MU
174,37,212,104,174,37,218,191,US
174,37,218,192,174,37,218,255,CA
174,37,219,0,174,37,219,7,US
174,37,219,8,174,37,219,15,CA
174,37,219,16,174,37,220,155,US
174,37,220,156,174,37,220,159,IN
174,37,220,160,174,37,220,207,US
174,37,220,208,174,37,220,215,BR
174,37,220,216,174,37,221,15,US
174,37,221,16,174,37,221,31,BR
174,37,221,32,174,37,221,103,US
174,37,221,104,174,37,221,107,IN
174,37,221,108,174,37,221,119,US
174,37,221,120,174,37,221,127,KW
174,37,221,128,174,37,221,191,US
174,37,221,192,174,37,221,207,IN
174,37,221,208,174,37,223,59,US
174,37,223,60,174,37,223,63,IN
174,37,223,64,174,37,223,71,US
174,37,223,72,174,37,223,79,BR
174,37,223,80,174,37,224,7,US
174,37,224,8,174,37,224,15,IN
174,37,224,16,174,37,226,191,US
174,37,226,192,174,37,226,223,BR
174,37,226,224,174,37,227,7,US
174,37,227,8,174,37,227,15,KW
174,37,227,16,174,37,227,63,US
174,37,227,64,174,37,227,95,IN
174,37,227,96,174,37,227,127,US
174,37,227,128,174,37,227,143,IN
174,37,227,144,174,37,227,159,US
174,37,227,160,174,37,227,175,IN
174,37,227,176,174,37,229,187,US
174,37,229,188,174,37,229,191,IN
174,37,229,192,174,37,230,191,US
174,37,230,192,174,37,230,223,IL
174,37,230,224,174,37,231,95,US
174,37,231,96,174,37,231,127,SA
174,37,231,128,174,37,231,215,US
174,37,231,216,174,37,231,223,IN
174,37,231,224,174,37,232,71,US
174,37,232,72,174,37,232,79,CL
174,37,232,80,174,37,232,207,US
174,37,232,208,174,37,232,215,CA
174,37,232,216,174,37,233,107,US
174,37,233,108,174,37,233,111,MU
174,37,233,112,174,37,234,191,US
174,37,234,192,174,37,234,207,GB
174,37,234,208,174,37,234,243,US
174,37,234,244,174,37,234,247,MU
174,37,234,248,174,37,235,55,US
174,37,235,56,174,37,235,63,BR
174,37,235,64,174,37,236,191,US
174,37,236,192,174,37,236,223,IN
174,37,236,224,174,37,238,191,US
174,37,238,192,174,37,238,223,IN
174,37,238,224,174,37,241,103,US
174,37,241,104,174,37,241,111,BR
174,37,241,112,174,37,241,175,US
174,37,241,176,174,37,241,183,KW
174,37,241,184,174,37,241,255,US
174,37,242,0,174,37,242,7,CA
174,37,242,8,174,37,242,19,US
174,37,242,20,174,37,242,31,CA
174,37,242,32,174,37,242,63,US
174,37,242,64,174,37,242,95,CA
174,37,242,96,174,37,246,191,US
174,37,246,192,174,37,246,195,IN
174,37,246,196,174,80,115,255,US
174,80,116,0,174,80,127,255,GB
174,80,128,0,174,80,223,255,US
174,80,224,0,174,80,227,255,LA
174,80,228,0,174,80,235,255,US
174,80,236,0,174,80,239,255,LA
174,80,240,0,174,81,111,255,US
174,81,112,0,174,81,127,255,LA
174,81,128,0,174,81,139,255,US
174,81,140,0,174,81,143,255,GB
174,81,144,0,174,87,255,255,US
174,88,0,0,174,95,255,255,CA
174,96,0,0,174,111,255,255,US
174,112,0,0,174,119,255,255,CA
174,120,0,0,174,120,59,63,US
174,120,59,64,174,120,59,127,BR
174,120,59,128,174,120,89,191,US
174,120,89,192,174,120,89,255,ES
174,120,90,0,174,120,94,127,US
174,120,94,128,174,120,94,191,BR
174,120,94,192,174,120,95,191,US
174,120,95,192,174,120,95,255,BR
174,120,96,0,174,120,98,255,US
174,120,99,0,174,120,99,63,BR
174,120,99,64,174,120,99,191,US
174,120,99,192,174,120,99,255,BR
174,120,100,0,174,120,114,191,US
174,120,114,192,174,120,114,255,ZA
174,120,115,0,174,120,140,63,US
174,120,140,64,174,120,140,127,IN
174,120,140,128,174,120,156,191,US
174,120,156,192,174,120,156,255,DK
174,120,157,0,174,120,175,127,US
174,120,175,128,174,120,175,191,CA
174,120,175,192,174,120,187,63,US
174,120,187,64,174,120,187,127,BR
174,120,187,128,174,120,187,191,US
174,120,187,192,174,120,187,255,BR
174,120,188,0,174,120,198,127,US
174,120,198,128,174,120,198,191,TK
174,120,198,192,174,120,202,63,US
174,120,202,64,174,120,202,127,BR
174,120,202,128,174,120,212,255,US
174,120,213,0,174,120,213,127,BR
174,120,213,128,174,120,230,255,US
174,120,231,0,174,120,231,63,MX
174,120,231,64,174,120,231,255,US
174,120,232,0,174,120,232,63,BR
174,120,232,64,174,120,238,255,US
174,120,239,0,174,120,239,63,BR
174,120,239,64,174,120,239,127,US
174,120,239,128,174,120,239,255,BR
174,120,240,0,174,120,255,127,US
174,120,255,128,174,120,255,191,ZA
174,120,255,192,174,121,2,127,US
174,121,2,128,174,121,2,191,PK
174,121,2,192,174,121,15,127,US
174,121,15,128,174,121,15,191,BR
174,121,15,192,174,121,47,255,US
174,121,48,0,174,121,48,63,GB
174,121,48,64,174,121,91,63,US
174,121,91,64,174,121,91,127,BR
174,121,91,128,174,121,102,63,US
174,121,102,64,174,121,102,127,BR
174,121,102,128,174,121,109,63,US
174,121,109,64,174,121,109,127,BR
174,121,109,128,174,121,109,191,US
174,121,109,192,174,121,109,255,BR
174,121,110,0,174,121,110,191,US
174,121,110,192,174,121,110,255,GB
174,121,111,0,174,121,119,191,US
174,121,119,192,174,121,119,255,BR
174,121,120,0,174,121,130,255,US
174,121,131,0,174,121,131,63,AU
174,121,131,64,174,121,132,255,US
174,121,133,0,174,121,133,63,BR
174,121,133,64,174,121,165,255,US
174,121,166,0,174,121,166,63,GB
174,121,166,64,174,121,166,255,US
174,121,167,0,174,121,167,63,BR
174,121,167,64,174,121,172,127,US
174,121,172,128,174,121,172,191,AU
174,121,172,192,174,121,175,127,US
174,121,175,128,174,121,175,191,BR
174,121,175,192,174,121,182,255,US
174,121,183,0,174,121,183,63,BR
174,121,183,64,174,121,234,127,US
174,121,234,128,174,121,234,191,IN
174,121,234,192,174,121,239,127,US
174,121,239,128,174,121,239,191,BR
174,121,239,192,174,121,244,63,US
174,121,244,64,174,121,244,127,BR
174,121,244,128,174,121,246,127,US
174,121,246,128,174,121,246,191,IN
174,121,246,192,174,121,255,191,US
174,121,255,192,174,121,255,255,BR
174,122,0,0,174,122,1,63,US
174,122,1,64,174,122,1,127,BR
174,122,1,128,174,122,19,63,US
174,122,19,64,174,122,19,127,BR
174,122,19,128,174,122,26,191,US
174,122,26,192,174,122,26,255,BR
174,122,27,0,174,122,51,127,US
174,122,51,128,174,122,51,191,BR
174,122,51,192,174,122,62,191,US
174,122,62,192,174,122,62,255,BR
174,122,63,0,174,122,63,127,US
174,122,63,128,174,122,63,191,BR
174,122,63,192,174,122,65,255,US
174,122,66,0,174,122,66,63,BR
174,122,66,64,174,122,67,255,US
174,122,68,0,174,122,68,63,BR
174,122,68,64,174,122,70,255,US
174,122,71,0,174,122,71,255,GB
174,122,72,0,174,122,72,63,US
174,122,72,64,174,122,72,127,BR
174,122,72,128,174,122,80,255,US
174,122,81,0,174,122,81,63,CC
174,122,81,64,174,122,81,127,CA
174,122,81,128,174,122,82,63,US
174,122,82,64,174,122,82,127,DO
174,122,82,128,174,122,91,63,US
174,122,91,64,174,122,91,127,BR
174,122,91,128,174,122,99,127,US
174,122,99,128,174,122,99,191,BR
174,122,99,192,174,122,114,255,US
174,122,115,0,174,122,115,255,GB
174,122,116,0,174,122,116,63,US
174,122,116,64,174,122,116,127,BR
174,122,116,128,174,122,118,127,US
174,122,118,128,174,122,118,191,BR
174,122,118,192,174,122,125,255,US
174,122,126,0,174,122,126,63,ZA
174,122,126,64,174,122,130,127,US
174,122,130,128,174,122,130,191,BR
174,122,130,192,174,122,131,191,US
174,122,131,192,174,122,131,255,IN
174,122,132,0,174,122,146,255,US
174,122,147,0,174,122,147,63,IN
174,122,147,64,174,122,156,191,US
174,122,156,192,174,122,156,255,BR
174,122,157,0,174,122,161,63,US
174,122,161,64,174,122,161,127,BR
174,122,161,128,174,122,169,63,US
174,122,169,64,174,122,169,191,BR
174,122,169,192,174,122,184,31,US
174,122,184,32,174,122,184,47,AT
174,122,184,48,174,122,184,127,US
174,122,184,128,174,122,184,143,AT
174,122,184,144,174,122,184,147,US
174,122,184,148,174,122,184,151,JP
174,122,184,152,174,122,202,255,US
174,122,203,0,174,122,203,63,BR
174,122,203,64,174,122,217,63,US
174,122,217,64,174,122,217,127,BR
174,122,217,128,174,122,217,191,US
174,122,217,192,174,122,217,255,IN
174,122,218,0,174,122,220,191,US
174,122,220,192,174,122,221,127,AU
174,122,221,128,174,122,222,255,US
174,122,223,0,174,122,223,63,BR
174,122,223,64,174,122,233,63,US
174,122,233,64,174,122,233,127,BR
174,122,233,128,174,122,249,191,US
174,122,249,192,174,122,249,255,BR
174,122,250,0,174,122,251,63,US
174,122,251,64,174,122,251,127,BR
174,122,251,128,174,122,254,255,US
174,122,255,0,174,122,255,63,BR
174,122,255,64,174,123,4,127,US
174,123,4,128,174,123,4,191,BR
174,123,4,192,174,123,5,191,US
174,123,5,192,174,123,5,255,BR
174,123,6,0,174,123,11,255,US
174,123,12,0,174,123,12,63,BR
174,123,12,64,174,123,25,191,US
174,123,25,192,174,123,26,63,BR
174,123,26,64,174,123,27,63,US
174,123,27,64,174,123,27,127,BR
174,123,27,128,174,123,36,63,US
174,123,36,64,174,123,36,127,AU
174,123,36,128,174,123,37,63,US
174,123,37,64,174,123,37,127,BR
174,123,37,128,174,123,37,255,US
174,123,38,0,174,123,38,63,BR
174,123,38,64,174,123,44,191,US
174,123,44,192,174,123,44,255,AU
174,123,45,0,174,123,45,191,US
174,123,45,192,174,123,45,255,BR
174,123,46,0,174,123,76,255,US
174,123,77,0,174,123,77,63,LT
174,123,77,64,174,123,90,127,US
174,123,90,128,174,123,90,191,BR
174,123,90,192,174,123,110,63,US
174,123,110,64,174,123,110,127,BR
174,123,110,128,174,123,111,191,US
174,123,111,192,174,123,111,255,AU
174,123,112,0,174,123,113,63,US
174,123,113,64,174,123,113,127,BR
174,123,113,128,174,123,114,127,US
174,123,114,128,174,123,114,191,IN
174,123,114,192,174,123,126,63,US
174,123,126,64,174,123,126,127,ZA
174,123,126,128,174,123,127,127,US
174,123,127,128,174,123,127,191,BR
174,123,127,192,174,123,139,127,US
174,123,139,128,174,123,139,191,BR
174,123,139,192,174,123,141,191,US
174,123,141,192,174,123,141,255,BR
174,123,142,0,174,123,158,255,US
174,123,159,0,174,123,159,63,NZ
174,123,159,64,174,123,161,255,US
